# t theta1 omega1 theta2 omega2 E_kin E_pot E_total
8.09000 0.24030 3.83607 -0.62145 2.67030 24.95031 -27.03212 -2.08180
8.10000 0.27799 3.69928 -0.59348 2.92309 24.91749 -26.99930 -2.08180
8.11000 0.31427 3.55595 -0.56301 3.16965 24.87313 -26.95494 -2.08180
8.12000 0.34908 3.40563 -0.53010 3.40991 24.81848 -26.90028 -2.08180
8.13000 0.38236 3.24794 -0.49483 3.64392 24.75469 -26.83649 -2.08180
8.14000 0.41402 3.08260 -0.45725 3.87185 24.68280 -26.76460 -2.08180
8.15000 0.44398 2.90939 -0.41741 4.09402 24.60373 -26.68554 -2.08180
8.16000 0.47218 2.72821 -0.37538 4.31084 24.51829 -26.60009 -2.08180
8.17000 0.49852 2.53900 -0.33121 4.52289 24.42710 -26.50890 -2.08180
8.18000 0.52293 2.34182 -0.28494 4.73087 24.33062 -26.41243 -2.08180
8.19000 0.54533 2.13680 -0.23660 4.93558 24.22913 -26.31094 -2.08180
8.20000 0.56564 1.92420 -0.18624 5.13791 24.12266 -26.20446 -2.08180
8.21000 0.58379 1.70437 -0.13385 5.33875 24.01099 -26.09279 -2.08180
8.22000 0.59971 1.47787 -0.07946 5.53897 23.89359 -25.97539 -2.08180
8.23000 0.61333 1.24550 -0.02307 5.73924 23.76960 -25.85140 -2.08180
8.24000 0.62460 1.00846 0.03532 5.93986 23.63776 -25.71957 -2.08181
8.25000 0.63349 0.76848 0.09573 6.14052 23.49639 -25.57819 -2.08181
8.26000 0.63997 0.52811 0.15813 6.33994 23.34329 -25.42510 -2.08181
8.27000 0.64406 0.29098 0.22251 6.53543 23.17577 -25.25758 -2.08181
8.28000 0.64582 0.06212 0.28881 6.72243 22.99061 -25.07242 -2.08181
8.29000 0.64535 -0.15185 0.35691 6.89416 22.78417 -24.86598 -2.08181
8.30000 0.64285 -0.34281 0.42661 7.04170 22.55255 -24.63436 -2.08181
8.31000 0.63860 -0.50181 0.49763 7.15469 22.29190 -24.37371 -2.08180
8.32000 0.63295 -0.62046 0.56956 7.22310 21.99888 -24.08068 -2.08180
8.33000 0.62635 -0.69274 0.64192 7.23958 21.67113 -23.75293 -2.08180
8.34000 0.61926 -0.71666 0.71417 7.20168 21.30774 -23.38954 -2.08180
8.35000 0.61217 -0.69496 0.78578 7.11268 20.90938 -22.99118 -2.08180
8.36000 0.60549 -0.63429 0.85628 6.98072 20.47824 -22.56004 -2.08180
8.37000 0.59958 -0.54358 0.92529 6.81656 20.01767 -22.09948 -2.08181
8.38000 0.59469 -0.43209 0.99254 6.63121 19.53170 -21.61350 -2.08181
8.39000 0.59098 -0.30812 1.05787 6.43428 19.02457 -21.10638 -2.08181
8.40000 0.58855 -0.17835 1.12121 6.23319 18.50046 -20.58227 -2.08181
8.41000 0.58742 -0.04775 1.18254 6.03316 17.96322 -20.04503 -2.08181
8.42000 0.58758 0.08019 1.24189 5.83755 17.41632 -19.49813 -2.08181
8.43000 0.58900 0.20314 1.29931 5.64830 16.86279 -18.94460 -2.08181
8.44000 0.59162 0.31962 1.35488 5.46637 16.30524 -18.38705 -2.08181
8.45000 0.59537 0.42878 1.40866 5.29206 15.74594 -17.82774 -2.08181
8.46000 0.60017 0.53012 1.46075 5.12528 15.18679 -17.26860 -2.08181
8.47000 0.60595 0.62345 1.51119 4.96570 14.62946 -16.71127 -2.08181
8.48000 0.61261 0.70875 1.56008 4.81286 14.07535 -16.15716 -2.08181
8.49000 0.62010 0.78610 1.60747 4.66627 13.52569 -15.60750 -2.08181
8.50000 0.62831 0.85565 1.65343 4.52542 12.98152 -15.06333 -2.08181
8.51000 0.63718 0.91759 1.69800 4.38986 12.44377 -14.52557 -2.08181
8.52000 0.64664 0.97215 1.74124 4.25914 11.91323 -13.99503 -2.08181
8.53000 0.65660 1.01955 1.78320 4.13288 11.39061 -13.47242 -2.08181
8.54000 0.66701 1.06004 1.82391 4.01074 10.87656 -12.95837 -2.08181
8.55000 0.67778 1.09387 1.86342 3.89241 10.37163 -12.45344 -2.08181
8.56000 0.68886 1.12128 1.90177 3.77765 9.87634 -11.95815 -2.08181
8.57000 0.70019 1.14250 1.93899 3.66623 9.39115 -11.47296 -2.08181
8.58000 0.71169 1.15779 1.97511 3.55798 8.91649 -10.99830 -2.08181
8.59000 0.72332 1.16739 2.01016 3.45274 8.45276 -10.53457 -2.08181
8.60000 0.73502 1.17153 2.04417 3.35039 8.00033 -10.08213 -2.08181
8.61000 0.74674 1.17044 2.07717 3.25080 7.55953 -9.64134 -2.08181
8.62000 0.75841 1.16436 2.10920 3.15389 7.13070 -9.21251 -2.08181
8.63000 0.77001 1.15351 2.14026 3.05958 6.71414 -8.79595 -2.08181
8.64000 0.78147 1.13812 2.17040 2.96780 6.31014 -8.39194 -2.08181
8.65000 0.79275 1.11840 2.19963 2.87847 5.91897 -8.00078 -2.08181
8.66000 0.80382 1.09456 2.22797 2.79155 5.54090 -7.62271 -2.08181
8.67000 0.81463 1.06682 2.25546 2.70696 5.17618 -7.25798 -2.08181
8.68000 0.82515 1.03537 2.28212 2.62465 4.82503 -6.90684 -2.08181
8.69000 0.83533 1.00041 2.30796 2.54457 4.48770 -6.56950 -2.08181
8.70000 0.84514 0.96212 2.33302 2.46663 4.16438 -6.24619 -2.08181
8.71000 0.85456 0.92070 2.35730 2.39079 3.85530 -5.93710 -2.08181
8.72000 0.86355 0.87630 2.38084 2.31695 3.56062 -5.64243 -2.08181
8.73000 0.87208 0.82911 2.40365 2.24505 3.28055 -5.36235 -2.08181
8.74000 0.88012 0.77928 2.42575 2.17500 3.01523 -5.09704 -2.08181
8.75000 0.88765 0.72696 2.44716 2.10669 2.76484 -4.84665 -2.08181
8.76000 0.89465 0.67229 2.46789 2.04004 2.52952 -4.61133 -2.08181
8.77000 0.90109 0.61542 2.48796 1.97494 2.30940 -4.39121 -2.08181
8.78000 0.90695 0.55648 2.50739 1.91126 2.10461 -4.18642 -2.08181
8.79000 0.91222 0.49558 2.52619 1.84890 1.91526 -3.99706 -2.08181
8.80000 0.91686 0.43283 2.54437 1.78771 1.74143 -3.82324 -2.08181
8.81000 0.92087 0.36836 2.56195 1.72756 1.58324 -3.66504 -2.08181
8.82000 0.92422 0.30225 2.57893 1.66832 1.44073 -3.52254 -2.08181
8.83000 0.92691 0.23459 2.59532 1.60982 1.31398 -3.39579 -2.08181
8.84000 0.92891 0.16548 2.61113 1.55191 1.20304 -3.28484 -2.08181
8.85000 0.93021 0.09499 2.62636 1.49443 1.10793 -3.18974 -2.08181
8.86000 0.93080 0.02319 2.64101 1.43720 1.02868 -3.11049 -2.08181
8.87000 0.93067 -0.04985 2.65510 1.38006 0.96530 -3.04711 -2.08181
8.88000 0.92980 -0.12407 2.66862 1.32283 0.91777 -2.99958 -2.08181
8.89000 0.92819 -0.19942 2.68156 1.26531 0.88608 -2.96789 -2.08181
8.90000 0.92581 -0.27586 2.69392 1.20731 0.87018 -2.95199 -2.08181
8.91000 0.92267 -0.35333 2.70570 1.14864 0.87003 -2.95183 -2.08181
8.92000 0.91874 -0.43180 2.71689 1.08911 0.88553 -2.96734 -2.08181
8.93000 0.91403 -0.51124 2.72748 1.02850 0.91662 -2.99843 -2.08181
8.94000 0.90851 -0.59162 2.73746 0.96662 0.96318 -3.04498 -2.08181
8.95000 0.90219 -0.67290 2.74681 0.90324 1.02507 -3.10688 -2.08181
8.96000 0.89505 -0.75507 2.75552 0.83817 1.10216 -3.18396 -2.08181
8.97000 0.88709 -0.83810 2.76356 0.77117 1.19426 -3.27607 -2.08181
8.98000 0.87829 -0.92196 2.77093 0.70205 1.30119 -3.38300 -2.08181
8.99000 0.86865 -1.00664 2.77760 0.63059 1.42273 -3.50454 -2.08181
9.00000 0.85815 -1.09211 2.78354 0.55657 1.55863 -3.64044 -2.08181
9.01000 0.84680 -1.17835 2.78872 0.47977 1.70862 -3.79043 -2.08181
9.02000 0.83458 -1.26532 2.79312 0.39999 1.87240 -3.95420 -2.08181
9.03000 0.82149 -1.35300 2.79671 0.31702 2.04963 -4.13144 -2.08181
9.04000 0.80752 -1.44133 2.79945 0.23067 2.23996 -4.32176 -2.08181
9.05000 0.79266 -1.53028 2.80131 0.14074 2.44298 -4.52479 -2.08181
9.06000 0.77691 -1.61979 2.80225 0.04704 2.65827 -4.74008 -2.08181
9.07000 0.76027 -1.70978 2.80224 -0.05059 2.88536 -4.96716 -2.08181
9.08000 0.74272 -1.80017 2.80123 -0.15232 3.12374 -5.20555 -2.08181
9.09000 0.72426 -1.89088 2.79918 -0.25827 3.37287 -5.45468 -2.08181
9.10000 0.70490 -1.98177 2.79605 -0.36858 3.63218 -5.71398 -2.08181
9.11000 0.68463 -2.07272 2.79179 -0.48334 3.90103 -5.98284 -2.08181
9.12000 0.66344 -2.16358 2.78636 -0.60263 4.17879 -6.26060 -2.08181
9.13000 0.64135 -2.25416 2.77972 -0.72650 4.46476 -6.54656 -2.08181
9.14000 0.61836 -2.34426 2.77182 -0.85495 4.75821 -6.84001 -2.08181
9.15000 0.59447 -2.43366 2.76261 -0.98798 5.05838 -7.14019 -2.08181
9.16000 0.56969 -2.52208 2.75204 -1.12553 5.36451 -7.44631 -2.08181
9.17000 0.54403 -2.60926 2.74008 -1.26749 5.67578 -7.75758 -2.08181
9.18000 0.51751 -2.69486 2.72668 -1.41375 5.99137 -8.07318 -2.08181
9.19000 0.49014 -2.77854 2.71179 -1.56411 6.31046 -8.39227 -2.08181
9.20000 0.46195 -2.85993 2.69539 -1.71835 6.63223 -8.71404 -2.08181
9.21000 0.43295 -2.93860 2.67742 -1.87619 6.95586 -9.03766 -2.08181
9.22000 0.40319 -3.01412 2.65785 -2.03733 7.28056 -9.36236 -2.08181
9.23000 0.37268 -3.08601 2.63666 -2.20140 7.60557 -9.68738 -2.08181
9.24000 0.34148 -3.15379 2.61381 -2.36797 7.93020 -10.01200 -2.08181
9.25000 0.30962 -3.21693 2.58929 -2.53660 8.25378 -10.33559 -2.08181
9.26000 0.27716 -3.27489 2.56308 -2.70680 8.57576 -10.65756 -2.08181
9.27000 0.24414 -3.32710 2.53515 -2.87801 8.89564 -10.97745 -2.08181
9.28000 0.21064 -3.37299 2.50551 -3.04967 9.21307 -11.29487 -2.08181
9.29000 0.17671 -3.41199 2.47416 -3.22117 9.52776 -11.60957 -2.08181
9.30000 0.14242 -3.44349 2.44109 -3.39188 9.83959 -11.92139 -2.08181
9.31000 0.10787 -3.46691 2.40633 -3.56115 10.14855 -12.23036 -2.08181
9.32000 0.07311 -3.48167 2.36988 -3.72830 10.45479 -12.53660 -2.08181
9.33000 0.03826 -3.48722 2.33177 -3.89266 10.75859 -12.84039 -2.08181
9.34000 0.00340 -3.48300 2.29204 -4.05356 11.06037 -13.14218 -2.08181
9.35000 -0.03136 -3.46850 2.25071 -4.21034 11.36072 -13.44252 -2.08181
9.36000 -0.06593 -3.44327 2.20785 -4.36235 11.66032 -13.74213 -2.08181
9.37000 -0.10019 -3.40687 2.16348 -4.50900 11.96001 -14.04181 -2.08181
9.38000 -0.13403 -3.35894 2.11769 -4.64973 12.26071 -14.34252 -2.08181
9.39000 -0.16733 -3.29919 2.07051 -4.78403 12.56345 -14.64525 -2.08181
9.40000 -0.19997 -3.22741 2.02203 -4.91150 12.86932 -14.95112 -2.08181
9.41000 -0.23184 -3.14345 1.97231 -5.03181 13.17945 -15.26126 -2.08181
9.42000 -0.26280 -3.04728 1.92142 -5.14473 13.49502 -15.57682 -2.08181
9.43000 -0.29274 -2.93894 1.86944 -5.25017 13.81718 -15.89899 -2.08181
9.44000 -0.32154 -2.81859 1.81644 -5.34816 14.14708 -16.22889 -2.08181
9.45000 -0.34908 -2.68646 1.76250 -5.43887 14.48581 -16.56762 -2.08181
9.46000 -0.37523 -2.54288 1.70768 -5.52265 14.83441 -16.91622 -2.08181
9.47000 -0.39990 -2.38826 1.65207 -5.59996 15.19383 -17.27564 -2.08181
9.48000 -0.42296 -2.22305 1.59570 -5.67147 15.56491 -17.64672 -2.08181
9.49000 -0.44432 -2.04779 1.53865 -5.73797 15.94840 -18.03020 -2.08181
9.50000 -0.46389 -1.86299 1.48096 -5.80044 16.34490 -18.42670 -2.08181
9.51000 -0.48155 -1.66921 1.42265 -5.86001 16.75491 -18.83671 -2.08181
9.52000 -0.49724 -1.46695 1.36376 -5.91794 17.17876 -19.26057 -2.08181
9.53000 -0.51087 -1.25666 1.30430 -5.97567 17.61668 -19.69848 -2.08181
9.54000 -0.52235 -1.03872 1.24424 -6.03478 18.06869 -20.15050 -2.08180
9.55000 -0.53162 -0.81335 1.18359 -6.09702 18.53471 -20.61652 -2.08180
9.56000 -0.53859 -0.58066 1.12229 -6.16430 19.01446 -21.09626 -2.08180
9.57000 -0.54320 -0.34054 1.06028 -6.23874 19.50747 -21.58928 -2.08180
9.58000 -0.54538 -0.09266 0.99748 -6.32268 20.01310 -22.09490 -2.08180
9.59000 -0.54503 0.16360 0.93379 -6.41874 20.53043 -22.61223 -2.08180
9.60000 -0.54207 0.42916 0.86906 -6.52988 21.05830 -23.14011 -2.08180
9.61000 -0.53641 0.70533 0.80313 -6.65947 21.59519 -23.67699 -2.08180
9.62000 -0.52793 0.99387 0.73579 -6.81141 22.13915 -24.22095 -2.08180
9.63000 -0.51649 1.29698 0.66681 -6.99019 22.68766 -24.76946 -2.08180
9.64000 -0.50193 1.61741 0.59588 -7.20100 23.23747 -25.31928 -2.08180
9.65000 -0.48407 1.95830 0.52266 -7.44968 23.78433 -25.86613 -2.08180
9.66000 -0.46268 2.32300 0.44674 -7.74249 24.32255 -26.40435 -2.08180
9.67000 -0.43752 2.71430 0.36765 -8.08521 24.84454 -26.92635 -2.08181
9.68000 -0.40831 3.13273 0.28486 -8.48094 25.33997 -27.42180 -2.08183
9.69000 -0.37479 3.57295 0.19786 -8.92538 25.79480 -27.87665 -2.08185
9.70000 -0.33683 4.01720 0.10625 -9.39784 26.19029 -28.27216 -2.08187
9.71000 -0.29456 4.42614 0.00997 -9.84859 26.50264 -28.58447 -2.08183
9.72000 -0.24864 4.73460 -0.09036 -10.19234 26.70492 -28.78661 -2.08169
9.73000 -0.20046 4.86910 -0.19318 -10.33128 26.77308 -28.85465 -2.08157
9.74000 -0.15198 4.79247 -0.29612 -10.21531 26.69521 -28.77688 -2.08167
9.75000 -0.10522 4.53419 -0.39676 -9.88341 26.47757 -28.55943 -2.08186
9.76000 -0.06166 4.16605 -0.49339 -9.43060 26.14076 -28.22270 -2.08195
9.77000 -0.02203 3.75612 -0.58527 -8.94572 25.71054 -27.79249 -2.08195
9.78000 0.01347 3.34728 -0.67238 -8.48307 25.21105 -27.29298 -2.08193
9.79000 0.04499 2.95980 -0.75509 -8.06653 24.66200 -26.74391 -2.08191
9.80000 0.07276 2.60038 -0.83389 -7.70220 24.07852 -26.16042 -2.08190
9.81000 0.09709 2.26912 -0.90930 -7.38789 23.47198 -25.55388 -2.08190
9.82000 0.11823 1.96351 -0.98179 -7.11829 22.85089 -24.93279 -2.08190
9.83000 0.13643 1.68024 -1.05179 -6.88747 22.22169 -24.30359 -2.08190
9.84000 0.15190 1.41607 -1.11965 -6.68980 21.58928 -23.67118 -2.08190
9.85000 0.16481 1.16813 -1.18568 -6.52034 20.95751 -23.03941 -2.08190
9.86000 0.17531 0.93400 -1.25014 -6.37486 20.32938 -22.41129 -2.08190
9.87000 0.18353 0.71170 -1.31325 -6.24976 19.70731 -21.78921 -2.08190
9.88000 0.18958 0.49962 -1.37519 -6.14200 19.09324 -21.17514 -2.08190
9.89000 0.19355 0.29652 -1.43614 -6.04901 18.48876 -20.57067 -2.08190
9.90000 0.19553 0.10142 -1.49622 -5.96856 17.89518 -19.97709 -2.08191
9.91000 0.19560 -0.08641 -1.55554 -5.89874 17.31358 -19.39548 -2.08191
9.92000 0.19383 -0.26749 -1.61422 -5.83786 16.74484 -18.82675 -2.08191
9.93000 0.19027 -0.44218 -1.67233 -5.78446 16.18971 -18.27161 -2.08191
9.94000 0.18500 -0.61069 -1.72993 -5.73723 15.64877 -17.73067 -2.08191
9.95000 0.17808 -0.77311 -1.78709 -5.69500 15.12251 -17.20441 -2.08191
9.96000 0.16956 -0.92946 -1.84384 -5.65672 14.61129 -16.69320 -2.08191
9.97000 0.15951 -1.07965 -1.90023 -5.62147 14.11540 -16.19730 -2.08191
9.98000 0.14799 -1.22357 -1.95628 -5.58840 13.63501 -15.71691 -2.08191
9.99000 0.13506 -1.36104 -2.01200 -5.55677 13.17023 -15.25213 -2.08191
